#\*l[\oA]	F(\*l)
 10952.2  1.59706e+00
 10952.8  1.54936e+00
 10953.4  1.49456e+00
 10954.1  1.48664e+00
 10954.7  1.45208e+00
 10955.3  1.36571e+00
 10956.0  1.34959e+00
 10956.6  1.40450e+00
 10957.2  1.43371e+00
 10957.9  1.39173e+00
 10958.5  1.28411e+00
 10959.1  1.19829e+00
 10959.8  1.22806e+00
 10960.4  1.27153e+00
 10961.0  1.20548e+00
 10961.7  1.13757e+00
 10962.3  1.13662e+00
 10962.9  1.14555e+00
 10963.6  1.12821e+00
 10964.2  1.11009e+00
 10964.8  1.10443e+00
 10965.5  1.11443e+00
 10966.1  1.08207e+00
 10966.7  1.06493e+00
 10967.4  1.05982e+00
 10968.0  1.03370e+00
 10968.7  1.04614e+00
 10969.3  1.06663e+00
 10969.9  1.06013e+00
 10970.6  1.03944e+00
 10971.2  1.04577e+00
 10971.8  1.02427e+00
 10972.5  1.01037e+00
 10973.1  1.03428e+00
 10973.7  1.03733e+00
 10974.4  1.00263e+00
 10975.0  9.58037e-01
 10975.6  9.50538e-01
 10976.3  1.01152e+00
 10976.9  1.03562e+00
 10977.5  1.01282e+00
 10978.2  1.00110e+00
 10978.8  1.02050e+00
 10979.4  1.02772e+00
 10980.1  9.89082e-01
 10980.7  9.87526e-01
 10981.3  9.97661e-01
 10982.0  9.73571e-01
 10982.6  9.86946e-01
 10983.2  9.94840e-01
 10983.9  9.70956e-01
 10984.5  9.69198e-01
 10985.2  9.45238e-01
 10985.8  9.77245e-01
 10986.4  1.03482e+00
 10987.1  1.00365e+00
 10987.7  9.68891e-01
 10988.3  9.87145e-01
 10989.0  1.01808e+00
 10989.6  9.83345e-01
 10990.2  9.42081e-01
 10990.9  9.39691e-01
 10991.5  9.63602e-01
 10992.1  9.72351e-01
 10992.8  9.39450e-01
 10993.4  9.13167e-01
 10994.0  1.01858e+00
 10994.7  1.04839e+00
 10995.3  9.94622e-01
 10995.9  9.99100e-01
 10996.6  1.01545e+00
 10997.2  1.01693e+00
 10997.8  9.76382e-01
 10998.5  9.69983e-01
 10999.1  1.00243e+00
 10999.7  1.04576e+00
 11000.4  1.01521e+00
 11001.0  9.47377e-01
 11001.6  9.14412e-01
 11002.3  9.44408e-01
 11002.9  1.00536e+00
 11003.6  1.02277e+00
